instancia,algoritmo,seed,best,tiempo,gap_%,history,pop_size,mutation_rate,crossover_rate,elite_size,num_ants,alpha,beta,rho,diversity_factor,replacement_strategy,two_opt
berlin52.tsp,GA,0,11251.227162420199,3.0014796257019043,49.18094885203127,"[np.float64(26478.127833584145), np.float64(25250.843023638627), np.float64(24297.63901948238), np.float64(22823.908037712543), np.float64(22643.659982803423), np.float64(22173.063302565468), np.float64(21607.348248183414), np.float64(20976.7767128661), np.float64(20976.7767128661), np.float64(20653.323312090117), np.float64(20653.323312090117), np.float64(19761.16415317259), np.float64(19761.16415317259), np.float64(19699.937127922803), np.float64(18591.58430043891), np.float64(18557.82302107556), np.float64(18522.550864291086), np.float64(17435.557087841025), np.float64(17435.557087841025), np.float64(17435.557087841025), np.float64(17098.30299275217), np.float64(17098.30299275217), np.float64(17098.30299275217), np.float64(17098.30299275217), np.float64(16752.64285730564), np.float64(16684.232366252298), np.float64(16444.272302223224), np.float64(16444.272302223224), np.float64(16080.953340427946), np.float64(15607.897246270011), np.float64(15607.897246270011), np.float64(15607.897246270011), np.float64(15607.897246270011), np.float64(15508.429652812978), np.float64(15462.051175455766), np.float64(15462.051175455766), np.float64(14652.204331567194), np.float64(14652.204331567194), np.float64(14487.348160684975), np.float64(14487.348160684975), np.float64(14487.348160684975), np.float64(14425.81612041354), np.float64(14221.68945182534), np.float64(14011.85965416344), np.float64(14011.85965416344), np.float64(13667.303250456), np.float64(13667.303250456), np.float64(13667.303250456), np.float64(13536.92336257474), np.float64(13536.92336257474), np.float64(13465.50102939303), np.float64(13465.50102939303), np.float64(13403.968989121598), np.float64(13403.939758093375), np.float64(13403.939758093375), np.float64(13266.120738958347), np.float64(13266.120738958347), np.float64(13209.990588416338), np.float64(13113.09111393396), np.float64(13113.09111393396), np.float64(13113.09111393396), np.float64(13073.228023278973), np.float64(13002.734068204454), np.float64(13002.734068204454), np.float64(12919.112713228704), np.float64(12919.112713228704), np.float64(12822.864658919678), np.float64(12822.864658919678), np.float64(12771.367086069358), np.float64(12771.367086069358), np.float64(12771.367086069358), np.float64(12682.229750810518), np.float64(12630.820046794108), np.float64(12630.820046794108), np.float64(12630.820046794108), np.float64(12322.17950905902), np.float64(12322.17950905902), np.float64(12322.17950905902), np.float64(12322.17950905902), np.float64(12322.17950905902), np.float64(12303.18714353807), np.float64(12303.18714353807), np.float64(12303.18714353807), np.float64(12303.18714353807), np.float64(12303.18714353807), np.float64(12279.854892080262), np.float64(12279.854892080262), np.float64(12105.105116564007), np.float64(12105.105116564007), np.float64(12077.60776110207), np.float64(12000.521038239462), np.float64(12000.521038239462), np.float64(11945.434550977674), np.float64(11945.434550977674), np.float64(11917.937195515737), np.float64(11890.077328911086), np.float64(11890.077328911086), np.float64(11890.077328911086), np.float64(11779.420375801908), np.float64(11779.420375801908), np.float64(11779.420375801908), np.float64(11779.420375801908), np.float64(11779.420375801908), np.float64(11779.420375801908), np.float64(11779.420375801908), np.float64(11779.420375801908), np.float64(11779.420375801908), np.float64(11779.420375801908), np.float64(11710.977951137984), np.float64(11710.977951137984), np.float64(11651.055402517286), np.float64(11651.055402517286), np.float64(11651.055402517286), np.float64(11651.055402517286), np.float64(11651.055402517286), np.float64(11608.435995450358), np.float64(11608.435995450358), np.float64(11608.435995450358), np.float64(11608.435995450358), np.float64(11507.413588667136), np.float64(11507.413588667136), np.float64(11507.413588667136), np.float64(11507.413588667136), np.float64(11450.814023459165), np.float64(11450.814023459165), np.float64(11450.814023459165), np.float64(11450.814023459165), np.float64(11450.814023459165), np.float64(11450.814023459165), np.float64(11450.814023459165), np.float64(11450.814023459165), np.float64(11450.814023459165), np.float64(11450.814023459165), np.float64(11450.814023459165), np.float64(11443.065897797112), np.float64(11443.065897797112), np.float64(11443.065897797112), np.float64(11443.065897797112), np.float64(11443.065897797112), np.float64(11443.065897797112), np.float64(11421.187351560184), np.float64(11421.187351560184), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11371.056753587125), np.float64(11349.863247109946), np.float64(11349.863247109946), np.float64(11349.863247109946), np.float64(11345.148395127668), np.float64(11345.148395127668), np.float64(11345.148395127668), np.float64(11345.148395127668), np.float64(11325.187611051753), np.float64(11325.187611051753), np.float64(11320.472759069475), np.float64(11320.472759069475), np.float64(11320.472759069475), np.float64(11320.472759069475), np.float64(11320.472759069475), np.float64(11291.534026905267), np.float64(11291.534026905267), np.float64(11291.534026905267), np.float64(11291.534026905267), np.float64(11291.534026905267), np.float64(11291.534026905267), np.float64(11291.534026905267), np.float64(11291.534026905267), np.float64(11291.534026905267), np.float64(11291.534026905267), np.float64(11291.534026905267), np.float64(11251.227162420199)]",100.0,0.1,0.95,2.0,,,,,,,
berlin52.tsp,GA,1,11408.189225990098,3.0139262676239014,51.26212179780028,"[np.float64(25103.23500870088), np.float64(24079.821743124394), np.float64(23915.93588622155), np.float64(23704.112022805817), np.float64(23704.112022805817), np.float64(23660.837318179754), np.float64(22756.954697447673), np.float64(22756.954697447673), np.float64(20567.333639338707), np.float64(20567.333639338707), np.float64(20567.333639338707), np.float64(20567.333639338707), np.float64(20160.073213932552), np.float64(20146.26145277729), np.float64(19494.72416586866), np.float64(19440.336619617818), np.float64(19416.67515118992), np.float64(18843.65608920961), np.float64(18744.21199826044), np.float64(18653.56176647781), np.float64(18137.388445596338), np.float64(17742.286234699055), np.float64(17742.286234699055), np.float64(17742.286234699055), np.float64(17518.0631517554), np.float64(17411.144865921553), np.float64(17334.459780059075), np.float64(17228.945202242354), np.float64(17228.945202242354), np.float64(17052.434682310628), np.float64(17052.434682310628), np.float64(16937.75946873994), np.float64(16580.997548458883), np.float64(16580.997548458883), np.float64(16520.3360309956), np.float64(16335.548064690758), np.float64(16335.548064690758), np.float64(15973.29970773573), np.float64(15973.29970773573), np.float64(15748.369198046576), np.float64(15618.408293389399), np.float64(15618.408293389399), np.float64(15557.032459277156), np.float64(15464.22955387849), np.float64(15425.364558044399), np.float64(15425.364558044399), np.float64(15214.59026623576), np.float64(15214.59026623576), np.float64(15214.59026623576), np.float64(15050.1617150813), np.float64(14989.50019761802), np.float64(14989.50019761802), np.float64(14910.324015293827), np.float64(14909.171463057437), np.float64(14791.578811637135), np.float64(14791.578811637135), np.float64(14791.578811637135), np.float64(14791.578811637135), np.float64(14691.989580080357), np.float64(14691.989580080357), np.float64(14663.777399058721), np.float64(14663.48108971118), np.float64(14643.813019274401), np.float64(14643.51670992686), np.float64(14626.843073165544), np.float64(14626.843073165544), np.float64(14626.843073165544), np.float64(14626.843073165544), np.float64(14610.951589886541), np.float64(14610.951589886541), np.float64(14610.951589886541), np.float64(14480.493506830018), np.float64(14444.637643766695), np.float64(14444.637643766695), np.float64(14095.36415385788), np.float64(14095.36415385788), np.float64(14095.36415385788), np.float64(14095.36415385788), np.float64(13907.361489365423), np.float64(13907.361489365423), np.float64(13836.880389015127), np.float64(13742.2044203309), np.float64(13691.27748936831), np.float64(13589.517437316621), np.float64(13589.517437316621), np.float64(13589.517437316621), np.float64(13159.983244703715), np.float64(13159.983244703715), np.float64(13159.983244703715), np.float64(13159.983244703715), np.float64(12792.087218620312), np.float64(12792.087218620312), np.float64(12762.923906779597), np.float64(12424.40776413422), np.float64(12424.40776413422), np.float64(12424.40776413422), np.float64(12399.389828268246), np.float64(12399.389828268246), np.float64(12377.637287470261), np.float64(12377.637287470261), np.float64(12363.669701992503), np.float64(12363.669701992503), np.float64(12363.669701992503), np.float64(12264.797415033141), np.float64(12264.797415033141), np.float64(12264.797415033141), np.float64(12264.797415033141), np.float64(12264.797415033141), np.float64(12264.797415033141), np.float64(12228.23634535005), np.float64(12228.23634535005), np.float64(12226.110319890095), np.float64(12226.110319890095), np.float64(12226.110319890095), np.float64(12226.110319890095), np.float64(12187.795633048267), np.float64(12183.418263714111), np.float64(12046.047396499405), np.float64(12046.047396499405), np.float64(12046.047396499405), np.float64(12040.332554748047), np.float64(12029.118089552827), np.float64(12029.118089552827), np.float64(12020.382511820011), np.float64(11958.683585942026), np.float64(11958.683585942026), np.float64(11958.683585942026), np.float64(11958.683585942026), np.float64(11958.683585942026), np.float64(11916.001084758369), np.float64(11916.001084758369), np.float64(11916.001084758369), np.float64(11916.001084758369), np.float64(11916.001084758369), np.float64(11916.001084758369), np.float64(11916.001084758369), np.float64(11743.34526021006), np.float64(11743.34526021006), np.float64(11743.34526021006), np.float64(11743.34526021006), np.float64(11743.34526021006), np.float64(11743.34526021006), np.float64(11743.34526021006), np.float64(11743.34526021006), np.float64(11558.87878058731), np.float64(11558.87878058731), np.float64(11558.87878058731), np.float64(11558.87878058731), np.float64(11558.87878058731), np.float64(11532.221360526062), np.float64(11532.221360526062), np.float64(11532.221360526062), np.float64(11532.221360526062), np.float64(11522.68395634387), np.float64(11522.68395634387), np.float64(11522.68395634387), np.float64(11522.68395634387), np.float64(11522.68395634387), np.float64(11522.68395634387), np.float64(11522.68395634387), np.float64(11522.68395634387), np.float64(11522.68395634387), np.float64(11522.68395634387), np.float64(11522.68395634387), np.float64(11522.68395634387), np.float64(11522.68395634387), np.float64(11522.68395634387), np.float64(11522.68395634387), np.float64(11522.68395634387), np.float64(11522.68395634387), np.float64(11522.68395634387), np.float64(11522.68395634387), np.float64(11522.68395634387), np.float64(11429.818702895092), np.float64(11429.818702895092), np.float64(11429.818702895092), np.float64(11429.818702895092), np.float64(11429.818702895092), np.float64(11424.911020157499), np.float64(11424.911020157499), np.float64(11424.911020157499), np.float64(11424.911020157499), np.float64(11424.911020157499), np.float64(11424.911020157499), np.float64(11424.911020157499), np.float64(11424.911020157499), np.float64(11424.911020157499), np.float64(11424.911020157499), np.float64(11424.911020157499), np.float64(11424.911020157499), np.float64(11424.911020157499), np.float64(11424.911020157499), np.float64(11424.911020157499), np.float64(11424.911020157499), np.float64(11408.189225990098), np.float64(11408.189225990098), np.float64(11408.189225990098)]",100.0,0.1,0.95,2.0,,,,,,,
berlin52.tsp,ACO,0,8124.970897603676,3.020559787750244,7.72965920980743,"[np.float64(13408.018284269097), np.float64(13408.018284269097), np.float64(13408.018284269097), np.float64(13408.018284269097), np.float64(13408.018284269097), np.float64(13408.018284269097), np.float64(13095.443803532724), np.float64(13095.443803532724), np.float64(13022.602068772487), np.float64(13022.602068772487), np.float64(12742.73977046843), np.float64(12026.60909047205), np.float64(12026.60909047205), np.float64(12026.60909047205), np.float64(11687.785411583753), np.float64(11687.785411583753), np.float64(11687.785411583753), np.float64(11492.978661244426), np.float64(11492.978661244426), np.float64(11492.978661244426), np.float64(11442.895161282779), np.float64(10523.014245607073), np.float64(10521.421067867737), np.float64(10521.421067867737), np.float64(10521.421067867737), np.float64(10521.421067867737), np.float64(10521.421067867737), np.float64(10033.005695882053), np.float64(10017.842853890614), np.float64(9974.792525812634), np.float64(9875.59083856551), np.float64(9875.59083856551), np.float64(9875.59083856551), np.float64(9446.677235232519), np.float64(9446.677235232519), np.float64(9446.677235232519), np.float64(9446.677235232519), np.float64(9446.677235232519), np.float64(9299.122628637808), np.float64(9018.77365664622), np.float64(9018.77365664622), np.float64(9018.77365664622), np.float64(9018.77365664622), np.float64(9018.77365664622), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8502.25038840901), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676), np.float64(8124.970897603676)]",,,,,20.0,1.0,5.0,0.3,,,
berlin52.tsp,ACO,1,8117.650449192947,3.0140223503112793,7.632596780601262,"[np.float64(12566.989412099625), np.float64(12566.989412099625), np.float64(12566.989412099625), np.float64(12480.233329100347), np.float64(12480.233329100347), np.float64(12480.233329100347), np.float64(12480.233329100347), np.float64(12480.233329100347), np.float64(11843.018853600799), np.float64(11843.018853600799), np.float64(11843.018853600799), np.float64(11843.018853600799), np.float64(11843.018853600799), np.float64(11843.018853600799), np.float64(11843.018853600799), np.float64(11744.612402466772), np.float64(11744.612402466772), np.float64(10982.27136863187), np.float64(10982.27136863187), np.float64(10982.27136863187), np.float64(10982.27136863187), np.float64(10982.27136863187), np.float64(10982.27136863187), np.float64(10423.179801853159), np.float64(10423.179801853159), np.float64(10423.179801853159), np.float64(10251.77475068692), np.float64(10176.997421032424), np.float64(10176.997421032424), np.float64(9812.076834724494), np.float64(9812.076834724494), np.float64(9812.076834724494), np.float64(9812.076834724494), np.float64(9482.96890947658), np.float64(9482.96890947658), np.float64(9482.96890947658), np.float64(9027.084228420114), np.float64(9027.084228420114), np.float64(8895.066611790338), np.float64(8895.066611790338), np.float64(8895.066611790338), np.float64(8868.616764530841), np.float64(8868.616764530841), np.float64(8868.616764530841), np.float64(8780.425611829804), np.float64(8780.425611829804), np.float64(8780.425611829804), np.float64(8780.425611829804), np.float64(8780.425611829804), np.float64(8780.425611829804), np.float64(8780.425611829804), np.float64(8780.425611829804), np.float64(8780.425611829804), np.float64(8780.425611829804), np.float64(8780.425611829804), np.float64(8780.425611829804), np.float64(8780.425611829804), np.float64(8780.425611829804), np.float64(8780.425611829804), np.float64(8780.425611829804), np.float64(8780.425611829804), np.float64(8780.425611829804), np.float64(8769.45093392257), np.float64(8769.45093392257), np.float64(8769.45093392257), np.float64(8769.45093392257), np.float64(8769.45093392257), np.float64(8769.45093392257), np.float64(8769.45093392257), np.float64(8769.45093392257), np.float64(8727.583361902292), np.float64(8727.583361902292), np.float64(8332.784072768993), np.float64(8332.784072768993), np.float64(8332.784072768993), np.float64(8332.784072768993), np.float64(8332.784072768993), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8134.553400029029), np.float64(8117.650449192947)]",,,,,20.0,1.0,5.0,0.3,,,
